date,ward_id,supply_hours,pressure,demand,supply,complaints,pipe_breaks,tanker,scarcity
07/03/2024,W05,9.3,56.7,29.84,23.13,2.16,3,67,0
08/03/2024,W05,14,49,29.84,34.81,0,0,0,0
09/03/2024,W05,12.8,53.8,29.84,31.83,0,1,0,0
10/03/2024,W05,12.8,48.2,29.84,31.83,0,0,0,0
11/03/2024,W05,11,42,29.84,27.35,0.8,1,24,0
12/03/2024,W05,10.9,46.5,29.84,27.1,0.88,1,27,0
13/03/2024,W05,10.9,54.6,29.84,27.1,0.88,1,27,0
14/03/2024,W05,13.7,43.9,29.84,34.07,0,1,0,0
15/03/2024,W05,10.2,58.1,29.84,25.36,1.44,0,44,0
16/03/2024,W05,12,48.8,29.84,29.84,0,1,0,0
17/03/2024,W05,13.6,46.2,29.84,33.82,0,0,0,0
18/03/2024,W05,13.2,43.5,29.84,32.82,0,0,0,0
19/03/2024,W05,13.6,46.9,29.84,33.82,0,0,0,0
20/03/2024,W05,11,52.3,29.84,27.35,0.8,1,24,0
21/03/2024,W05,12.5,53,29.84,31.08,0,0,0,0
22/03/2024,W05,10.5,47.5,29.84,26.11,1.2,0,37,0
23/03/2024,W05,10.5,49.8,29.84,26.11,1.2,1,37,0
24/03/2024,W05,10.5,46,29.84,26.11,1.2,1,37,0
25/03/2024,W05,10.9,49.1,29.84,27.1,0.88,0,27,0
26/03/2024,W05,9.3,44.1,29.84,23.13,2.16,0,67,0
27/03/2024,W05,10.8,48.2,29.84,26.86,0.96,0,29,0
28/03/2024,W05,12.3,54.4,29.84,30.59,0,0,0,0
29/03/2024,W05,10.1,49.9,29.84,25.12,1.52,0,47,0
30/03/2024,W05,10,50.2,29.84,24.87,1.6,0,49,0
31/03/2024,W05,11.2,52.6,29.84,27.85,0.64,0,19,0
01/04/2024,W05,8.7,42.4,29.84,21.63,2.64,0,82,0
02/04/2024,W05,11.8,51.1,29.84,29.34,0.16,1,5,0
03/04/2024,W05,10.4,47.9,29.84,25.86,1.28,0,39,0
04/04/2024,W05,12.1,47.2,29.84,30.09,0,1,0,0
05/04/2024,W05,12,54.6,29.84,29.84,0,1,0,0
06/04/2024,W05,12.4,51.6,29.84,30.83,0,0,0,0
07/04/2024,W05,10,48.8,29.84,24.87,1.6,1,49,0
08/04/2024,W05,11.4,50.6,29.84,28.35,0.48,0,14,0
09/04/2024,W05,10,36.2,29.84,24.87,1.6,0,49,0
10/04/2024,W05,7.9,48.7,29.84,19.64,3.28,0,102,1
11/04/2024,W05,8.8,56.1,29.84,21.88,2.56,0,79,0
12/04/2024,W05,11.4,59.5,29.84,28.35,0.48,2,14,0
13/04/2024,W05,10,56,29.84,24.87,1.6,0,49,0
14/04/2024,W05,10.2,46.5,29.84,25.36,1.44,1,44,0
15/04/2024,W05,11.6,50.7,29.84,28.85,0.32,0,9,0
16/04/2024,W05,9.8,53.5,29.84,24.37,1.76,0,54,0
17/04/2024,W05,8.9,48.5,29.84,22.13,2.48,0,77,0
18/04/2024,W05,12.2,59.2,29.84,30.34,0,2,0,0
19/04/2024,W05,9.5,49.9,29.84,23.62,2,2,62,0
20/04/2024,W05,10,45.7,29.84,24.87,1.6,0,49,0
21/04/2024,W05,9.6,49.9,29.84,23.87,1.92,1,59,0
22/04/2024,W05,10.3,51.3,29.84,25.61,1.36,1,42,0
23/04/2024,W05,13.2,50.1,29.84,32.82,0,0,0,0
24/04/2024,W05,12.5,52.8,29.84,31.08,0,0,0,0
25/04/2024,W05,10.1,45.7,29.84,25.12,1.52,0,47,0
26/04/2024,W05,9.8,44.8,29.84,24.37,1.76,1,54,0
27/04/2024,W05,11.8,51.5,29.84,29.34,0.16,0,5,0
28/04/2024,W05,12.1,50.6,29.84,30.09,0,0,0,0
29/04/2024,W05,11.5,48.7,29.84,28.6,0.4,2,12,0
30/04/2024,W05,10.4,52.7,29.84,25.86,1.28,0,39,0
01/05/2024,W05,9.9,53.2,29.84,24.62,1.68,0,52,0
02/05/2024,W05,11.8,51.9,29.84,29.34,0.16,0,5,0
03/05/2024,W05,12.9,45.2,29.84,32.08,0,1,0,0
04/05/2024,W05,13.4,52.5,29.84,33.32,0,0,0,0
05/05/2024,W05,7.8,49.9,29.84,19.4,3.36,0,104,1
06/05/2024,W05,11.9,49.5,29.84,29.59,0.08,0,2,0
07/05/2024,W05,11.1,56.2,29.84,27.6,0.72,0,22,0
08/05/2024,W05,11.1,48.5,29.84,27.6,0.72,0,22,0
09/05/2024,W05,12.5,49.2,29.84,31.08,0,0,0,0
10/05/2024,W05,9.9,46.4,29.84,24.62,1.68,0,52,0
11/05/2024,W05,11.8,51.2,29.84,29.34,0.16,1,5,0
12/05/2024,W05,9.6,45,29.84,23.87,1.92,1,59,0
13/05/2024,W05,6.8,49.6,29.84,16.91,4.16,0,129,1
14/05/2024,W05,12.8,47.9,29.84,31.83,0,1,0,0
15/05/2024,W05,10.2,45.1,29.84,25.36,1.44,0,44,0
16/05/2024,W05,10.6,50.4,29.84,26.36,1.12,0,34,0
17/05/2024,W05,11.1,47.1,29.84,27.6,0.72,0,22,0
18/05/2024,W05,10.9,45.3,29.84,27.1,0.88,1,27,0
19/05/2024,W05,11.4,51.1,29.84,28.35,0.48,0,14,0
20/05/2024,W05,11.7,55.8,29.84,29.09,0.24,0,7,0
21/05/2024,W05,12,50.2,29.84,29.84,0,0,0,0
22/05/2024,W05,11.5,53.7,29.84,28.6,0.4,0,12,0
23/05/2024,W05,10.9,51.5,29.84,27.1,0.88,0,27,0
24/05/2024,W05,13,53.5,29.84,32.33,0,0,0,0
25/05/2024,W05,11.6,47.9,29.84,28.85,0.32,0,9,0
26/05/2024,W05,10.5,50.6,29.84,26.11,1.2,0,37,0
27/05/2024,W05,9.2,49.6,29.84,22.88,2.24,0,69,0
28/05/2024,W05,10.8,51.3,29.84,26.86,0.96,0,29,0
29/05/2024,W05,9.8,58.7,29.84,24.37,1.76,0,54,0
30/05/2024,W05,13,53.4,29.84,32.33,0,0,0,0
31/05/2024,W05,8.8,43.1,29.84,21.88,2.56,0,79,0
01/06/2024,W05,12.2,47.5,29.84,30.34,0,0,0,0
02/06/2024,W05,10.8,56.3,29.84,26.86,0.96,1,29,0
03/06/2024,W05,12.1,57.9,29.84,30.09,0,0,0,0
04/06/2024,W05,9.9,46,29.84,24.62,1.68,0,52,0
05/06/2024,W05,9.2,55.3,29.84,22.88,2.24,1,69,0
06/06/2024,W05,7.9,54.4,29.84,19.64,3.28,0,102,1
07/06/2024,W05,11.2,54.1,29.84,27.85,0.64,0,19,0
08/06/2024,W05,12.8,43.4,29.84,31.83,0,0,0,0
09/06/2024,W05,13.3,48.8,29.84,33.07,0,0,0,0
10/06/2024,W05,13.6,56.3,29.84,33.82,0,0,0,0
11/06/2024,W05,10.1,51.1,29.84,25.12,1.52,1,47,0
12/06/2024,W05,13.3,57.5,29.84,33.07,0,0,0,0
13/06/2024,W05,12,47.4,29.84,29.84,0,0,0,0
14/06/2024,W05,10.8,42.2,29.84,26.86,0.96,2,29,0
15/06/2024,W05,10.8,54.5,29.84,26.86,0.96,0,29,0
16/06/2024,W05,11.5,57.8,29.84,28.6,0.4,0,12,0
17/06/2024,W05,11.8,50,29.84,29.34,0.16,0,5,0
18/06/2024,W05,11.8,50.2,29.84,29.34,0.16,0,5,0
19/06/2024,W05,12.5,46.2,29.84,31.08,0,0,0,0
20/06/2024,W05,13,51.1,29.84,32.33,0,0,0,0
21/06/2024,W05,9.3,49.9,29.84,23.13,2.16,0,67,0
22/06/2024,W05,12.6,54,29.84,31.33,0,0,0,0
23/06/2024,W05,11.5,51.8,29.84,28.6,0.4,1,12,0
24/06/2024,W05,11.1,48.8,29.84,27.6,0.72,0,22,0
25/06/2024,W05,11.6,41.8,29.84,28.85,0.32,0,9,0
26/06/2024,W05,13.2,54.3,29.84,32.82,0,1,0,0
27/06/2024,W05,11.7,51.3,29.84,29.09,0.24,0,7,0
28/06/2024,W05,11.3,54.7,29.84,28.1,0.56,0,17,0
01/01/2024,W06,8.3,46.3,10.26,7.1,2.96,0,31,1
02/01/2024,W06,12.2,43.5,10.26,10.43,0,0,0,0
03/01/2024,W06,9,41.6,10.26,7.7,2.4,3,25,0
04/01/2024,W06,9.6,45.4,10.26,8.21,1.92,0,20,0
05/01/2024,W06,8.9,41.9,10.26,7.61,2.48,1,26,0
06/01/2024,W06,11.6,46,10.26,9.92,0.32,0,3,0
07/01/2024,W06,12.1,42.5,10.26,10.35,0,0,0,0
08/01/2024,W06,10,34.6,10.26,8.55,1.6,1,17,0
09/01/2024,W06,10.1,41.2,10.26,8.64,1.52,0,16,0
10/01/2024,W06,14.5,36.6,10.26,12.4,0,0,0,0
11/01/2024,W06,11.7,46.8,10.26,10,0.24,1,2,0
12/01/2024,W06,9.6,50.2,10.26,8.21,1.92,1,20,0
13/01/2024,W06,10,42.3,10.26,8.55,1.6,2,17,0
14/01/2024,W06,8.3,44.5,10.26,7.1,2.96,0,31,1
15/01/2024,W06,7.8,39.8,10.26,6.67,3.36,1,35,1
16/01/2024,W06,10.2,52.5,10.26,8.72,1.44,0,15,0
17/01/2024,W06,8.3,37.5,10.26,7.1,2.96,1,31,1
18/01/2024,W06,8.7,44.6,10.26,7.44,2.64,1,28,0
19/01/2024,W06,7.5,34.9,10.26,6.41,3.6,2,38,1
20/01/2024,W06,10.2,45.5,10.26,8.72,1.44,1,15,0
21/01/2024,W06,7.5,49,10.26,6.41,3.6,1,38,1
22/01/2024,W06,11.5,47.8,10.26,9.83,0.4,0,4,0
23/01/2024,W06,9.6,45.2,10.26,8.21,1.92,0,20,0
24/01/2024,W06,7.8,41.3,10.26,6.67,3.36,0,35,1
25/01/2024,W06,8,52.1,10.26,6.84,3.2,0,34,1
26/01/2024,W06,12.2,51,10.26,10.43,0,4,0,0
27/01/2024,W06,7.3,49.1,10.26,6.24,3.76,2,40,1
28/01/2024,W06,7.8,29.5,10.26,6.67,3.36,1,35,1
29/01/2024,W06,12,42.2,10.26,10.26,0,0,0,0
30/01/2024,W06,8.1,42.4,10.26,6.93,3.12,0,33,1
31/01/2024,W06,10.5,54.2,10.26,8.98,1.2,1,12,0
01/02/2024,W06,7.9,36.6,10.26,6.75,3.28,1,35,1
02/02/2024,W06,8.3,46.9,10.26,7.1,2.96,0,31,1
03/02/2024,W06,10.7,49.5,10.26,9.15,1.04,1,11,0
04/02/2024,W06,11.7,52.6,10.26,10,0.24,2,2,0
05/02/2024,W06,6.2,42.2,10.26,5.3,4.64,0,49,1
06/02/2024,W06,8,42.6,10.26,6.84,3.2,1,34,1
07/02/2024,W06,9.2,42.9,10.26,7.87,2.24,2,23,0
08/02/2024,W06,12.2,39.6,10.26,10.43,0,1,0,0
09/02/2024,W06,9.4,34.8,10.26,8.04,2.08,0,22,0
10/02/2024,W06,10.5,40.3,10.26,8.98,1.2,0,12,0
11/02/2024,W06,11.7,48.3,10.26,10,0.24,1,2,0
12/02/2024,W06,8.6,33.4,10.26,7.35,2.72,2,29,0
13/02/2024,W06,13.4,52.5,10.26,11.46,0,1,0,0
14/02/2024,W06,7.8,41.3,10.26,6.67,3.36,2,35,1
15/02/2024,W06,12.1,43.2,10.26,10.35,0,0,0,0
16/02/2024,W06,10.4,45.8,10.26,8.89,1.28,1,13,0
17/02/2024,W06,9.9,40.4,10.26,8.46,1.68,2,17,0
18/02/2024,W06,8.1,46.5,10.26,6.93,3.12,1,33,1
19/02/2024,W06,9.9,35.7,10.26,8.46,1.68,0,17,0
20/02/2024,W06,10.5,41.6,10.26,8.98,1.2,0,12,0
21/02/2024,W06,8.6,30.5,10.26,7.35,2.72,2,29,0
22/02/2024,W06,10.2,45.6,10.26,8.72,1.44,1,15,0
23/02/2024,W06,9.6,44.7,10.26,8.21,1.92,1,20,0
24/02/2024,W06,10,49.4,10.26,8.55,1.6,1,17,0
25/02/2024,W06,11.1,39.1,10.26,9.49,0.72,2,7,0
26/02/2024,W06,10.3,48.5,10.26,8.81,1.36,0,14,0
27/02/2024,W06,7.3,35.5,10.26,6.24,3.76,0,40,1
28/02/2024,W06,12.3,40.7,10.26,10.52,0,1,0,0
29/02/2024,W06,9.6,40,10.26,8.21,1.92,0,20,0
01/03/2024,W06,11.2,38.5,10.26,9.58,0.64,2,6,0
02/03/2024,W06,9,43.8,10.26,7.7,2.4,0,25,0
03/03/2024,W06,9.5,43.5,10.26,8.12,2,1,21,0
04/03/2024,W06,9.2,47.7,10.26,7.87,2.24,0,23,0
05/03/2024,W06,9.2,38.3,10.26,7.87,2.24,1,23,0
06/03/2024,W06,9.5,47.2,10.26,8.12,2,0,21,0
07/03/2024,W06,10.5,43,10.26,8.98,1.2,0,12,0
08/03/2024,W06,10.3,48.8,10.26,8.81,1.36,1,14,0
09/03/2024,W06,8.5,35.4,10.26,7.27,2.8,0,29,0
10/03/2024,W06,9.5,61.3,10.26,8.12,2,1,21,0
11/03/2024,W06,7.8,41.3,10.26,6.67,3.36,1,35,1
12/03/2024,W06,7.9,43.2,10.26,6.75,3.28,0,35,1
13/03/2024,W06,7.6,40.2,10.26,6.5,3.52,1,37,1
14/03/2024,W06,10,49,10.26,8.55,1.6,1,17,0
15/03/2024,W06,8.1,46.5,10.26,6.93,3.12,0,33,1
16/03/2024,W06,8.5,36.6,10.26,7.27,2.8,0,29,0
17/03/2024,W06,13.2,42.2,10.26,11.29,0,0,0,0
18/03/2024,W06,8.7,42.4,10.26,7.44,2.64,1,28,0
19/03/2024,W06,10.7,38.4,10.26,9.15,1.04,0,11,0
20/03/2024,W06,9.6,49.2,10.26,8.21,1.92,0,20,0
21/03/2024,W06,10.6,33.1,10.26,9.06,1.12,3,11,0
22/03/2024,W06,9.2,40.4,10.26,7.87,2.24,0,23,0
23/03/2024,W06,11.2,42.1,10.26,9.58,0.64,0,6,0
24/03/2024,W06,12.7,47.6,10.26,10.86,0,0,0,0
25/03/2024,W06,7.2,43.5,10.26,6.16,3.84,1,41,1
26/03/2024,W06,12.2,41.8,10.26,10.43,0,3,0,0
27/03/2024,W06,10.6,39.9,10.26,9.06,1.12,1,11,0
28/03/2024,W06,6.8,47.2,10.26,5.81,4.16,0,44,1
29/03/2024,W06,10.5,45.2,10.26,8.98,1.2,0,12,0
30/03/2024,W06,10.4,47.4,10.26,8.89,1.28,1,13,0
31/03/2024,W06,8.5,42.1,10.26,7.27,2.8,1,29,0
01/04/2024,W06,8.4,52.7,10.26,7.18,2.88,0,30,1
02/04/2024,W06,11.4,43.8,10.26,9.75,0.48,0,5,0
03/04/2024,W06,10.8,42.6,10.26,9.23,0.96,2,10,0
04/04/2024,W06,12.5,52.3,10.26,10.69,0,0,0,0
05/04/2024,W06,9.3,45.1,10.26,7.95,2.16,0,23,0
06/04/2024,W06,9.5,45.4,10.26,8.12,2,2,21,0
07/04/2024,W06,10.2,45.5,10.26,8.72,1.44,1,15,0
08/04/2024,W06,10.4,46,10.26,8.89,1.28,1,13,0
09/04/2024,W06,9.2,48.8,10.26,7.87,2.24,0,23,0
10/04/2024,W06,9.4,47.9,10.26,8.04,2.08,0,22,0
11/04/2024,W06,10.4,37.5,10.26,8.89,1.28,3,13,0
12/04/2024,W06,10.3,47.2,10.26,8.81,1.36,0,14,0
13/04/2024,W06,11.9,45.8,10.26,10.17,0.08,1,0,0
14/04/2024,W06,10.5,47.4,10.26,8.98,1.2,1,12,0
15/04/2024,W06,11.8,45.7,10.26,10.09,0.16,0,1,0
16/04/2024,W06,9.4,40.3,10.26,8.04,2.08,0,22,0
17/04/2024,W06,10.1,45.9,10.26,8.64,1.52,0,16,0
18/04/2024,W06,8.3,54,10.26,7.1,2.96,1,31,1
19/04/2024,W06,10.5,46.2,10.26,8.98,1.2,1,12,0
20/04/2024,W06,8.2,50.4,10.26,7.01,3.04,0,32,1
21/04/2024,W06,7.5,54.4,10.26,6.41,3.6,1,38,1
22/04/2024,W06,10.1,46,10.26,8.64,1.52,2,16,0
23/04/2024,W06,10,43.9,10.26,8.55,1.6,0,17,0
24/04/2024,W06,10.5,39.9,10.26,8.98,1.2,0,12,0
25/04/2024,W06,8.6,48.1,10.26,7.35,2.72,0,29,0
26/04/2024,W06,11.3,41.6,10.26,9.66,0.56,2,5,0
27/04/2024,W06,13.1,36.5,10.26,11.2,0,4,0,0
28/04/2024,W06,9,45.8,10.26,7.7,2.4,1,25,0
29/04/2024,W06,9.5,50.3,10.26,8.12,2,3,21,0
30/04/2024,W06,9.3,47.6,10.26,7.95,2.16,1,23,0
01/05/2024,W06,13.5,44.2,10.26,11.54,0,0,0,0
02/05/2024,W06,10.1,44.2,10.26,8.64,1.52,0,16,0
03/05/2024,W06,9.2,43.1,10.26,7.87,2.24,1,23,0
04/05/2024,W06,10.5,37.1,10.26,8.98,1.2,0,12,0
05/05/2024,W06,10.7,48.7,10.26,9.15,1.04,0,11,0
06/05/2024,W06,9.8,33.5,10.26,8.38,1.76,0,18,0
07/05/2024,W06,7.4,37.9,10.26,6.33,3.68,0,39,1
08/05/2024,W06,11.2,54.9,10.26,9.58,0.64,0,6,0
09/05/2024,W06,9.2,39,10.26,7.87,2.24,0,23,0
10/05/2024,W06,11.3,44.5,10.26,9.66,0.56,1,5,0
11/05/2024,W06,10.4,38.9,10.26,8.89,1.28,2,13,0
12/05/2024,W06,10.7,46.1,10.26,9.15,1.04,0,11,0
13/05/2024,W06,9.8,47.4,10.26,8.38,1.76,0,18,0
14/05/2024,W06,11,38.5,10.26,9.4,0.8,1,8,0
15/05/2024,W06,6.9,47.3,10.26,5.9,4.08,1,43,1
16/05/2024,W06,11.3,38.3,10.26,9.66,0.56,0,5,0
17/05/2024,W06,12,53,10.26,10.26,0,2,0,0
18/05/2024,W06,8.5,47.6,10.26,7.27,2.8,1,29,0
19/05/2024,W06,9.8,46.4,10.26,8.38,1.76,0,18,0
20/05/2024,W06,11,40.5,10.26,9.4,0.8,2,8,0
21/05/2024,W06,12.5,46.9,10.26,10.69,0,0,0,0
22/05/2024,W06,9.5,44.3,10.26,8.12,2,2,21,0
23/05/2024,W06,11.5,44.2,10.26,9.83,0.4,0,4,0
24/05/2024,W06,9.1,49.4,10.26,7.78,2.32,1,24,0
25/05/2024,W06,10.1,39.3,10.26,8.64,1.52,0,16,0
26/05/2024,W06,9.5,50.3,10.26,8.12,2,0,21,0
27/05/2024,W06,7.6,45.2,10.26,6.5,3.52,1,37,1
28/05/2024,W06,9.1,49.7,10.26,7.78,2.32,1,24,0
29/05/2024,W06,9,46.3,10.26,7.7,2.4,1,25,0
30/05/2024,W06,9.2,44.5,10.26,7.87,2.24,0,23,0
31/05/2024,W06,11,46.9,10.26,9.4,0.8,2,8,0
01/06/2024,W06,11.4,40.4,10.26,9.75,0.48,0,5,0
02/06/2024,W06,11.7,45.9,10.26,10,0.24,0,2,0
03/06/2024,W06,10.3,49.7,10.26,8.81,1.36,2,14,0
04/06/2024,W06,8.9,40.6,10.26,7.61,2.48,0,26,0
05/06/2024,W06,8.1,36.7,10.26,6.93,3.12,1,33,1
06/06/2024,W06,7,38.4,10.26,5.98,4,0,42,1
07/06/2024,W06,12.1,55.8,10.26,10.35,0,2,0,0
08/06/2024,W06,10,43.8,10.26,8.55,1.6,0,17,0
09/06/2024,W06,11.6,37.5,10.26,9.92,0.32,1,3,0
10/06/2024,W06,9,48.4,10.26,7.7,2.4,2,25,0
11/06/2024,W06,9.6,40.3,10.26,8.21,1.92,0,20,0
12/06/2024,W06,9.4,46.9,10.26,8.04,2.08,1,22,0
13/06/2024,W06,11.4,36.5,10.26,9.75,0.48,1,5,0
14/06/2024,W06,10.7,44.2,10.26,9.15,1.04,0,11,0
15/06/2024,W06,13.2,41.1,10.26,11.29,0,1,0,0
16/06/2024,W06,10.7,45.3,10.26,9.15,1.04,0,11,0
17/06/2024,W06,9.1,47.7,10.26,7.78,2.32,1,24,0
18/06/2024,W06,9.7,47.8,10.26,8.29,1.84,0,19,0
19/06/2024,W06,9.2,38.3,10.26,7.87,2.24,0,23,0
20/06/2024,W06,11.3,44.5,10.26,9.66,0.56,0,5,0
21/06/2024,W06,10.6,45.2,10.26,9.06,1.12,0,11,0
22/06/2024,W06,9,45.1,10.26,7.7,2.4,0,25,0
23/06/2024,W06,7.1,52,10.26,6.07,3.92,0,41,1
24/06/2024,W06,11.4,40,10.26,9.75,0.48,0,5,0
25/06/2024,W06,10.1,51.6,10.26,8.64,1.52,0,16,0
26/06/2024,W06,9.6,41.4,10.26,8.21,1.92,1,20,0
27/06/2024,W06,10.1,51.4,10.26,8.64,1.52,0,16,0
28/06/2024,W06,10.7,41.7,10.26,9.15,1.04,0,11,0
01/01/2024,W07,8.5,34.3,18.09,12.81,2.8,3,52,0
02/01/2024,W07,8.1,25.8,18.09,12.21,3.12,1,58,1
03/01/2024,W07,3.3,28.9,18.09,4.97,6.96,2,131,1
04/01/2024,W07,8,33.5,18.09,12.06,3.2,1,60,1
05/01/2024,W07,6.4,30.1,18.09,9.65,4.48,4,84,1
06/01/2024,W07,6,37.6,18.09,9.04,4.8,2,90,1
07/01/2024,W07,7.9,21.9,18.09,11.91,3.28,5,61,1
08/01/2024,W07,9.8,34.1,18.09,14.77,1.76,4,33,0
09/01/2024,W07,6.1,27.5,18.09,9.2,4.72,4,88,1
10/01/2024,W07,8.1,23.5,18.09,12.21,3.12,0,58,1
11/01/2024,W07,9.1,38.1,18.09,13.72,2.32,1,43,0
12/01/2024,W07,7,26.8,18.09,10.55,4,4,75,1
13/01/2024,W07,7.4,35,18.09,11.16,3.68,2,69,1
14/01/2024,W07,6.7,29.7,18.09,10.1,4.24,4,79,1
15/01/2024,W07,7,36.7,18.09,10.55,4,0,75,1
16/01/2024,W07,8.8,35.4,18.09,13.27,2.56,0,48,0
17/01/2024,W07,9.4,31.1,18.09,14.17,2.08,3,39,0
18/01/2024,W07,3.4,27.9,18.09,5.13,6.88,0,129,1
19/01/2024,W07,6.4,31.9,18.09,9.65,4.48,0,84,1
20/01/2024,W07,6.2,25.7,18.09,9.35,4.64,2,87,1
21/01/2024,W07,5.8,30.9,18.09,8.74,4.96,1,93,1
22/01/2024,W07,8.8,37.4,18.09,13.27,2.56,0,48,0
23/01/2024,W07,8.2,35.3,18.09,12.36,3.04,3,57,1
24/01/2024,W07,6,22.8,18.09,9.04,4.8,2,90,1
25/01/2024,W07,8.4,37.9,18.09,12.66,2.88,1,54,1
26/01/2024,W07,6.9,24.8,18.09,10.4,4.08,0,76,1
27/01/2024,W07,9.8,25.3,18.09,14.77,1.76,0,33,0
28/01/2024,W07,6.8,27.7,18.09,10.25,4.16,1,78,1
29/01/2024,W07,11,26.2,18.09,16.58,0.8,1,15,0
30/01/2024,W07,6.7,34.3,18.09,10.1,4.24,2,79,1
31/01/2024,W07,7.1,27,18.09,10.7,3.92,3,73,1
01/02/2024,W07,5.4,31.2,18.09,8.14,5.28,1,99,1
02/02/2024,W07,7.3,33.8,18.09,11,3.76,1,70,1
03/02/2024,W07,7.7,21.4,18.09,11.61,3.44,0,64,1
04/02/2024,W07,5.5,24.7,18.09,8.29,5.2,1,98,1
05/02/2024,W07,7.3,28.6,18.09,11,3.76,3,70,1
06/02/2024,W07,7.2,30.4,18.09,10.85,3.84,3,72,1
07/02/2024,W07,4.4,34.2,18.09,6.63,6.08,4,114,1
08/02/2024,W07,6.9,39,18.09,10.4,4.08,3,76,1
09/02/2024,W07,8.1,31.1,18.09,12.21,3.12,0,58,1
10/02/2024,W07,5.7,33,18.09,8.59,5.04,1,95,1
11/02/2024,W07,6.3,25,18.09,9.5,4.56,1,85,1
12/02/2024,W07,6.9,29.6,18.09,10.4,4.08,0,76,1
13/02/2024,W07,8.3,25.8,18.09,12.51,2.96,1,55,1
14/02/2024,W07,8.5,31.6,18.09,12.81,2.8,3,52,0
15/02/2024,W07,6.5,29.6,18.09,9.8,4.4,1,82,1
16/02/2024,W07,10.4,26.3,18.09,15.68,1.28,1,24,0
17/02/2024,W07,5.7,28.3,18.09,8.59,5.04,1,95,1
18/02/2024,W07,6.1,35.9,18.09,9.2,4.72,2,88,1
19/02/2024,W07,6.6,23.4,18.09,9.95,4.32,0,81,1
20/02/2024,W07,7.5,16,18.09,11.31,3.6,3,67,1
21/02/2024,W07,10.1,36.7,18.09,15.23,1.52,2,28,0
22/02/2024,W07,3.9,37.6,18.09,5.88,6.48,1,122,1
23/02/2024,W07,10.8,20.3,18.09,16.28,0.96,1,18,0
24/02/2024,W07,7.7,23,18.09,11.61,3.44,4,64,1
25/02/2024,W07,3.2,31.2,18.09,4.82,7.04,2,132,1
26/02/2024,W07,7.9,29.4,18.09,11.91,3.28,0,61,1
27/02/2024,W07,7.1,30.9,18.09,10.7,3.92,4,73,1
28/02/2024,W07,5.3,33.3,18.09,7.99,5.36,2,101,1
29/02/2024,W07,5.8,22,18.09,8.74,4.96,1,93,1
01/03/2024,W07,6,35,18.09,9.04,4.8,0,90,1
02/03/2024,W07,6.3,37.8,18.09,9.5,4.56,4,85,1
03/03/2024,W07,6.8,38.4,18.09,10.25,4.16,3,78,1
04/03/2024,W07,6.4,27.8,18.09,9.65,4.48,1,84,1
05/03/2024,W07,8.4,28.8,18.09,12.66,2.88,3,54,1
06/03/2024,W07,6.5,26.7,18.09,9.8,4.4,4,82,1
07/03/2024,W07,5.3,25.4,18.09,7.99,5.36,0,101,1
08/03/2024,W07,6,34.4,18.09,9.04,4.8,1,90,1
09/03/2024,W07,7.5,34,18.09,11.31,3.6,1,67,1
10/03/2024,W07,10.1,38.3,18.09,15.23,1.52,2,28,0
11/03/2024,W07,7.7,31.6,18.09,11.61,3.44,2,64,1
12/03/2024,W07,5.7,28.8,18.09,8.59,5.04,2,95,1
13/03/2024,W07,6,32.8,18.09,9.04,4.8,1,90,1
14/03/2024,W07,5.7,27.3,18.09,8.59,5.04,4,95,1
15/03/2024,W07,9.1,32.8,18.09,13.72,2.32,2,43,0
16/03/2024,W07,6.6,32.8,18.09,9.95,4.32,1,81,1
17/03/2024,W07,8,36.4,18.09,12.06,3.2,4,60,1
18/03/2024,W07,8.8,29.7,18.09,13.27,2.56,0,48,0
19/03/2024,W07,7.6,31.5,18.09,11.46,3.52,0,66,1
20/03/2024,W07,7.2,19.7,18.09,10.85,3.84,3,72,1
21/03/2024,W07,6.9,27.7,18.09,10.4,4.08,1,76,1
22/03/2024,W07,6.6,26.8,18.09,9.95,4.32,1,81,1
23/03/2024,W07,7.4,28.9,18.09,11.16,3.68,0,69,1
24/03/2024,W07,5.3,33.4,18.09,7.99,5.36,3,101,1
25/03/2024,W07,6.6,28.1,18.09,9.95,4.32,2,81,1
26/03/2024,W07,5.9,31.8,18.09,8.89,4.88,0,92,1
27/03/2024,W07,8.7,29.6,18.09,13.12,2.64,2,49,0
28/03/2024,W07,4.6,27.6,18.09,6.93,5.92,1,111,1
29/03/2024,W07,6,33.7,18.09,9.04,4.8,3,90,1
30/03/2024,W07,6.7,42.1,18.09,10.1,4.24,2,79,1
31/03/2024,W07,7.8,31.4,18.09,11.76,3.36,3,63,1
01/04/2024,W07,5,27,18.09,7.54,5.6,5,105,1
02/04/2024,W07,8.2,23.2,18.09,12.36,3.04,3,57,1
03/04/2024,W07,6.1,30,18.09,9.2,4.72,2,88,1
04/04/2024,W07,4.9,27.1,18.09,7.39,5.68,5,107,1
05/04/2024,W07,5.5,23.8,18.09,8.29,5.2,1,98,1
06/04/2024,W07,4,28.2,18.09,6.03,6.4,2,120,1
07/04/2024,W07,8.6,35.3,18.09,12.96,2.72,1,51,0
08/04/2024,W07,4.2,26.3,18.09,6.33,6.24,2,117,1
09/04/2024,W07,7.7,22.6,18.09,11.61,3.44,3,64,1
10/04/2024,W07,7.6,28.5,18.09,11.46,3.52,3,66,1
11/04/2024,W07,7.3,36.1,18.09,11,3.76,3,70,1
