date,ward_id,population,pipe_age_years,supply_hours,pressure,demand,supply,complaints,pipe_breaks,tanker,scarcity,supply_hours_7day_avg,complaints_7day_avg,pipe_breaks_7day_avg,demand_supply_gap,supply_ratio
13/01/2024,W07,134000,47,7.6,26.1,18.38,11.64,5.48,3,68,1,6.914285714,5.045714286,1.857142857,6.74,0.633297062
14/01/2024,W07,134000,47,9.4,26.7,19.07,14.94,4.97,3,43,0,7.4,5.067142857,1.714285714,4.13,0.78342947
15/01/2024,W07,134000,47,8,28.1,17.22,11.48,4.2,1,58,1,7.457142857,4.915714286,1.571428571,5.74,0.666666667
16/01/2024,W07,134000,47,8.4,32.4,18.58,13.01,2.94,2,55,0,7.571428571,4.651428571,1.714285714,5.57,0.700215285
17/01/2024,W07,134000,47,7,30.1,17.6,10.27,7.07,1,75,1,7.542857143,5.074285714,1.571428571,7.33,0.583522727
18/01/2024,W07,134000,47,9.4,35.1,17.07,13.37,3.01,2,39,0,7.771428571,4.832857143,1.714285714,3.7,0.78324546
19/01/2024,W07,134000,47,8.6,34.8,18.66,13.37,5.75,5,54,0,8.342857143,4.774285714,2.428571429,5.29,0.716505895
20/01/2024,W07,134000,47,7.9,31.4,16.68,10.98,3.49,2,57,1,8.385714286,4.49,2.285714286,5.7,0.658273381
21/01/2024,W07,134000,47,7.1,33.3,19.43,11.5,4.66,1,79,1,8.057142857,4.445714286,2,7.93,0.591868245
22/01/2024,W07,134000,47,8.4,26,18.76,13.13,3.73,1,58,1,8.114285714,4.378571429,2,5.63,0.69989339
23/01/2024,W07,134000,47,8.4,31.3,16.7,11.69,3.17,0,51,0,8.114285714,4.411428571,1.714285714,5.01,0.7
24/01/2024,W07,134000,47,5.6,33.4,16.43,7.67,6.69,3,89,1,7.914285714,4.357142857,2,8.76,0.466828971
25/01/2024,W07,134000,47,5.7,30.1,18.87,8.96,5.17,0,99,1,7.385714286,4.665714286,1.714285714,9.91,0.474827769
26/01/2024,W07,134000,47,5.8,39.2,16.85,8.14,5.22,2,87,1,6.985714286,4.59,1.285714286,8.71,0.483086053
27/01/2024,W07,134000,47,3,35.2,17.08,4.27,8.26,2,128,1,6.285714286,5.271428571,1.285714286,12.81,0.25
28/01/2024,W07,134000,47,2.8,38,19.13,4.46,7.55,1,146,1,5.671428571,5.684285714,1.285714286,14.67,0.233141662
29/01/2024,W07,134000,47,6.3,28.3,19.38,10.17,6.48,2,94,1,5.371428571,6.077142857,1.428571429,9.21,0.524767802
30/01/2024,W07,134000,47,3.6,31.7,19.72,5.92,7.92,2,139,1,4.685714286,6.755714286,1.714285714,13.8,0.30020284
31/01/2024,W07,134000,47,5.2,32.6,17.39,7.54,7.28,1,100,1,4.628571429,6.84,1.428571429,9.85,0.433582519
01/02/2024,W07,134000,47,5.1,38.6,16.58,7.05,7.04,2,97,1,4.542857143,7.107142857,1.714285714,9.53,0.425211098
02/02/2024,W07,134000,47,8.4,27.6,18.42,12.89,4.32,1,56,1,4.914285714,6.978571429,1.571428571,5.53,0.699782845
03/02/2024,W07,134000,47,6.6,32.2,16.76,9.22,5.72,1,77,1,5.428571429,6.615714286,1.428571429,7.54,0.550119332
04/02/2024,W07,134000,47,5.1,30.1,16.29,6.92,5.76,0,95,1,5.757142857,6.36,1.285714286,9.37,0.424800491
05/02/2024,W07,134000,47,7,32.5,18,10.5,5.95,2,75,1,5.857142857,6.284285714,1.285714286,7.5,0.583333333
06/02/2024,W07,134000,47,7.3,28.5,17.6,10.71,4.55,1,68,1,6.385714286,5.802857143,1.142857143,6.89,0.608522727
07/02/2024,W07,134000,47,8.7,30.4,18.14,13.15,2.97,1,50,0,6.885714286,5.187142857,1.142857143,4.99,0.72491731
08/02/2024,W07,134000,47,10.2,24.9,16.86,14.33,2.4,1,26,0,7.614285714,4.524285714,1,2.53,0.849940688
09/02/2024,W07,134000,47,4.3,37.3,17.28,6.19,8.47,0,112,1,7.028571429,5.117142857,0.857142857,11.09,0.358217593
10/02/2024,W07,134000,47,5.8,31.2,19.11,9.24,6.57,1,99,1,6.914285714,5.238571429,0.857142857,9.87,0.483516484
11/02/2024,W07,134000,47,5.6,39.6,18.84,8.79,5.57,0,100,1,6.985714286,5.211428571,0.857142857,10.05,0.46656051
12/02/2024,W07,134000,47,7.3,30.5,19.33,11.76,4.21,2,75,1,7.028571429,4.962857143,0.857142857,7.57,0.608380755
13/02/2024,W07,134000,47,5.2,29,18.53,8.03,7.23,0,106,1,6.728571429,5.345714286,0.714285714,10.5,0.433351322
14/02/2024,W07,134000,47,7.9,34.7,18.75,12.34,4.21,2,66,1,6.614285714,5.522857143,0.857142857,6.41,0.658133333
15/02/2024,W07,134000,47,8.8,26.3,18.82,13.8,2.6,1,52,0,6.414285714,5.551428571,0.857142857,5.02,0.733262487
16/02/2024,W07,134000,47,10.3,26.3,18.94,16.26,1.53,2,26,0,7.271428571,4.56,1.142857143,2.68,0.858500528
17/02/2024,W07,134000,47,5,25.2,17.93,7.47,6.92,5,104,1,7.157142857,4.61,1.714285714,10.46,0.41662019
18/02/2024,W07,134000,47,8.6,29.3,18.26,13.09,3.01,2,53,0,7.585714286,4.244285714,2,5.17,0.71686747
19/02/2024,W07,134000,47,6.5,28,18.66,10.11,6.31,2,86,1,7.471428571,4.544285714,2,8.55,0.541800643
20/02/2024,W07,134000,47,5.7,26.9,18.74,8.9,5.5,1,100,1,7.542857143,4.297142857,2.142857143,9.84,0.474919957
21/02/2024,W07,134000,47,5.2,38.6,19.55,8.47,5.71,0,111,1,7.157142857,4.511428571,1.857142857,11.08,0.433248082
22/02/2024,W07,134000,47,4.8,25.6,19.09,7.64,6.23,3,116,1,6.585714286,5.03,2.142857143,11.45,0.400209534
23/02/2024,W07,134000,47,4.1,26.6,17.06,5.83,6.75,3,113,1,5.7,5.775714286,2.285714286,11.23,0.341735053
24/02/2024,W07,134000,47,8.1,32.5,18.89,12.75,3.32,2,63,1,6.142857143,5.261428571,1.857142857,6.14,0.674960296
25/02/2024,W07,134000,47,10.1,27.7,16.78,14.12,2.09,3,27,0,6.357142857,5.13,2,2.66,0.84147795
26/02/2024,W07,134000,47,6.8,25.9,18.75,10.62,5.51,0,82,1,6.4,5.015714286,1.714285714,8.13,0.5664
27/02/2024,W07,134000,47,7,32.8,19.67,11.47,4.78,0,84,1,6.585714286,4.912857143,1.571428571,8.2,0.583121505
28/02/2024,W07,134000,47,8.5,29,16.56,11.73,2.85,0,48,0,7.057142857,4.504285714,1.571428571,4.83,0.708333333
29/02/2024,W07,134000,47,8.1,27.2,17.65,11.91,3.35,2,57,1,7.528571429,4.092857143,1.428571429,5.74,0.674787535
01/03/2024,W07,134000,47,5.4,42.4,18.85,8.48,6.8,3,103,1,7.714285714,4.1,1.428571429,10.37,0.449867374
02/03/2024,W07,134000,47,7,34.3,18.31,10.68,5.09,1,77,1,7.557142857,4.352857143,1.285714286,7.63,0.583287821
03/03/2024,W07,134000,47,5.4,28.3,19.81,8.91,5.79,0,109,1,6.885714286,4.881428571,0.857142857,10.9,0.449772842
04/03/2024,W07,134000,47,8,24.5,17.56,11.71,6.75,6,58,1,7.057142857,5.058571429,1.714285714,5.85,0.666856492
05/03/2024,W07,134000,47,7.7,29,18.88,12.11,5.58,3,67,1,7.157142857,5.172857143,2.142857143,6.77,0.641419492
06/03/2024,W07,134000,47,8.2,28.2,19.32,13.2,3.38,1,62,1,7.114285714,5.248571429,2.285714286,6.12,0.683229814
07/03/2024,W07,134000,47,7.2,29.2,19.52,11.71,5,2,80,1,6.985714286,5.484285714,2.285714286,7.81,0.599897541
08/03/2024,W07,134000,47,6.4,34.3,16.7,8.91,4.52,1,79,1,7.128571429,5.158571429,2,7.79,0.533532934
09/03/2024,W07,134000,47,9.4,24.9,16.44,12.88,2.15,0,36,0,7.471428571,4.738571429,1.857142857,3.56,0.783454988
10/03/2024,W07,134000,47,5.8,27.9,19.02,9.19,4.98,2,100,1,7.528571429,4.622857143,2.142857143,9.83,0.483175605
11/03/2024,W07,134000,47,7.6,27.7,16.43,10.41,3.79,2,60,1,7.471428571,4.2,1.571428571,6.02,0.633597079
12/03/2024,W07,134000,47,11.7,21.4,18.34,17.88,1.2,4,4,0,8.042857143,3.574285714,1.714285714,0.46,0.974918212
13/03/2024,W07,134000,47,9.7,34.3,17.99,14.54,6.17,2,35,0,8.257142857,3.972857143,1.857142857,3.45,0.808226793
14/03/2024,W07,134000,47,5.2,30.7,18.1,7.84,5.58,4,103,1,7.971428571,4.055714286,2.142857143,10.26,0.433149171
15/03/2024,W07,134000,47,6.4,27.9,17.76,9.47,5.02,1,84,1,7.971428571,4.127142857,2.142857143,8.29,0.533220721
16/03/2024,W07,134000,47,7.5,29.9,16.74,10.46,6.79,3,62,1,7.7,4.79,2.571428571,6.28,0.624850657
17/03/2024,W07,134000,47,6,24.7,16.51,8.26,5.52,2,83,1,7.728571429,4.867142857,2.571428571,8.25,0.500302847
18/03/2024,W07,134000,47,7.7,26.6,18.85,12.1,4.05,3,67,1,7.742857143,4.904285714,2.714285714,6.75,0.641909814
19/03/2024,W07,134000,47,5.1,20.2,18.52,7.87,6.03,0,107,1,6.8,5.594285714,2.142857143,10.65,0.424946004
20/03/2024,W07,134000,47,7.5,17.2,18.85,11.78,3.98,2,71,1,6.485714286,5.281428571,2.142857143,7.07,0.624933687
21/03/2024,W07,134000,47,8.4,29.5,17.98,12.59,3.06,4,53,0,6.942857143,4.921428571,2.142857143,5.39,0.700222469
22/03/2024,W07,134000,47,6.8,26.9,19.2,10.88,5.45,0,85,1,7,4.982857143,2,8.32,0.566666667
23/03/2024,W07,134000,47,9.1,37.5,19.76,14.98,3.1,2,49,0,7.228571429,4.455714286,1.857142857,4.78,0.758097166
24/03/2024,W07,134000,47,6.4,40.3,19.82,10.57,4.53,0,93,1,7.285714286,4.314285714,1.571428571,9.25,0.533299697
25/03/2024,W07,134000,47,6,26,18.23,9.12,5.26,2,93,1,7.042857143,4.487142857,1.428571429,9.11,0.500274273
26/03/2024,W07,134000,47,8.3,20.3,18.44,12.75,3.38,3,56,1,7.5,4.108571429,1.857142857,5.69,0.69143167
27/03/2024,W07,134000,47,5.4,29.1,16.49,7.42,6.09,2,91,1,7.2,4.41,1.857142857,9.07,0.449969679
28/03/2024,W07,134000,47,7.7,24.5,17.9,11.49,6.26,5,65,1,7.1,4.867142857,2,6.41,0.641899441
29/03/2024,W07,134000,47,7.4,23.8,17.38,10.72,6.96,5,66,1,7.185714286,5.082857143,2.714285714,6.66,0.616800921
30/03/2024,W07,134000,47,3.1,20.6,18.65,4.82,8.47,1,138,1,6.328571429,5.85,2.571428571,13.83,0.25844504
31/03/2024,W07,134000,47,6.8,27.7,18.42,10.44,6.33,1,80,1,6.385714286,6.107142857,2.714285714,7.98,0.566775244
01/04/2024,W07,134000,47,4.9,31.4,17.89,7.31,9.06,1,105,1,6.228571429,6.65,2.571428571,10.58,0.408608161
02/04/2024,W07,134000,47,5.5,28.6,16.56,7.59,5.51,3,90,1,5.828571429,6.954285714,2.571428571,8.97,0.458333333
03/04/2024,W07,134000,47,9.3,22.7,17.95,13.91,4.89,2,42,0,6.385714286,6.782857143,2.571428571,4.04,0.774930362
04/04/2024,W07,134000,47,8.3,34.9,19.76,13.67,7.23,2,60,1,6.471428571,6.921428571,2.142857143,6.09,0.691801619
05/04/2024,W07,134000,47,7.5,35.6,19.28,12.05,3.85,1,72,1,6.485714286,6.477142857,1.571428571,7.23,0.625
06/04/2024,W07,134000,47,6.5,29.9,19.46,10.54,4.43,0,90,1,6.971428571,5.9,1.428571429,8.92,0.541623844
07/04/2024,W07,134000,47,7.3,32.8,16.93,10.3,5.19,4,67,1,7.042857143,5.737142857,1.857142857,6.63,0.608387478
08/04/2024,W07,134000,47,11,30.9,17.24,15.8,0.99,2,16,0,7.914285714,4.584285714,2,1.44,0.916473318
09/04/2024,W07,134000,47,5.8,27.7,17.02,8.23,6.81,6,89,1,7.957142857,4.77,2.428571429,8.79,0.483548766
10/04/2024,W07,134000,47,8.4,27.3,19.32,13.52,3.7,2,58,1,7.828571429,4.6,2.428571429,5.8,0.699792961
11/04/2024,W07,134000,47,4.2,36.3,17.9,6.26,9.1,1,116,1,7.242857143,4.867142857,2.285714286,11.64,0.34972067
12/04/2024,W07,134000,47,5.9,28.8,18.71,9.2,5.18,0,96,1,7.014285714,5.057142857,2.142857143,9.51,0.49171566
13/04/2024,W07,134000,47,6.9,29.6,18.65,10.72,6,0,79,1,7.071428571,5.281428571,2.142857143,7.93,0.574798928
14/04/2024,W07,134000,47,5.8,23.4,16.34,7.9,5.49,3,86,1,6.857142857,5.324285714,2,8.44,0.483476132
15/04/2024,W07,134000,47,8.1,28.2,16.93,11.43,3.16,3,57,1,6.442857143,5.634285714,2.142857143,5.5,0.6751329
16/04/2024,W07,134000,47,5.8,26,17.45,8.43,5.5,2,92,1,6.442857143,5.447142857,1.571428571,9.02,0.483094556
17/04/2024,W07,134000,47,7.7,25.9,17.11,10.98,9.2,1,61,1,6.342857143,6.232857143,1.428571429,6.13,0.641729982
18/04/2024,W07,134000,47,8.7,33.7,18.14,13.15,3.57,4,49,0,6.985714286,5.442857143,1.857142857,4.99,0.72491731
19/04/2024,W07,134000,47,7.5,31.5,17.4,10.88,3.72,1,65,1,7.214285714,5.234285714,2,6.52,0.625287356
20/04/2024,W07,134000,47,5.3,23,19.51,8.62,5.9,2,109,1,6.985714286,5.22,2.285714286,10.89,0.441824705
21/04/2024,W07,134000,47,6.8,24.4,19.53,11.07,4.71,1,85,1,7.128571429,5.108571429,2,8.46,0.566820276
22/04/2024,W07,134000,47,6.8,21.5,19.82,11.23,6.02,0,86,1,6.942857143,5.517142857,1.571428571,8.59,0.566599395
23/04/2024,W07,134000,47,5.8,31.6,19.25,9.3,5.1,0,100,1,6.942857143,5.46,1.285714286,9.95,0.483116883
24/04/2024,W07,134000,47,3.5,24.6,19.61,5.72,7.18,2,140,1,6.342857143,5.171428571,1.428571429,13.89,0.291687914
25/04/2024,W07,134000,47,7.9,21.6,18.27,12.03,3.42,0,64,1,6.228571429,5.15,0.857142857,6.24,0.658456486
26/04/2024,W07,134000,47,5.9,32.6,19.82,9.74,5.18,1,102,1,6,5.358571429,0.857142857,10.08,0.491422805
27/04/2024,W07,134000,47,4.8,30,19.47,7.79,6.86,2,118,1,5.928571429,5.495714286,0.857142857,11.68,0.400102722
28/04/2024,W07,134000,47,6.6,29.9,18.64,10.25,4.71,0,83,1,5.9,5.495714286,0.714285714,8.39,0.549892704
29/04/2024,W07,134000,47,8,30.7,17.28,11.52,3.49,0,58,1,6.071428571,5.134285714,0.714285714,5.76,0.666666667
30/04/2024,W07,134000,47,6.4,30.8,17.5,9.33,11,1,82,1,6.157142857,5.977142857,0.857142857,8.17,0.533142857
01/05/2024,W07,134000,47,6.7,34.8,18.02,10.06,6.92,0,79,1,6.614285714,5.94,0.571428571,7.96,0.55826859
02/05/2024,W07,134000,47,9.3,34,18.37,14.24,2.95,0,42,0,6.814285714,5.872857143,0.571428571,4.13,0.775176919
03/05/2024,W07,134000,47,7.1,33.8,18.92,11.19,4.16,0,79,1,6.985714286,5.727142857,0.428571429,7.73,0.591437632
04/05/2024,W07,134000,47,6.4,23.7,17.78,9.48,4.61,3,83,1,7.214285714,5.405714286,0.571428571,8.3,0.533183352
05/05/2024,W07,134000,47,7.9,35.7,18,11.85,5.81,1,61,1,7.4,5.562857143,0.714285714,6.15,0.658333333
06/05/2024,W07,134000,47,4.7,28.4,19.11,7.48,6.06,1,118,1,6.928571429,5.93,0.857142857,11.63,0.391418106
07/05/2024,W07,134000,47,6.9,30.3,17.39,10,5.23,1,73,1,7,5.105714286,0.857142857,7.39,0.575043128
08/05/2024,W07,134000,47,6.3,34.7,18.32,9.62,6.04,2,88,1,6.942857143,4.98,1.142857143,8.7,0.52510917
09/05/2024,W07,134000,47,6.6,28.4,17.11,9.41,4.35,2,78,1,6.557142857,5.18,1.428571429,7.7,0.549970777
10/05/2024,W07,134000,47,8.7,34.9,16.45,11.93,3.92,1,47,0,6.785714286,5.145714286,1.571428571,4.52,0.725227964
11/05/2024,W07,134000,47,7.5,32.4,17.52,10.95,4.27,3,65,1,6.942857143,5.097142857,1.571428571,6.57,0.625
12/05/2024,W07,134000,47,8.6,25.4,19.09,13.68,6,1,56,0,7.042857143,5.124285714,1.571428571,5.41,0.716605553
13/05/2024,W07,134000,47,6.4,27.1,19.42,10.36,5.91,3,91,1,7.285714286,5.102857143,1.857142857,9.06,0.533470649
14/05/2024,W07,134000,47,8.2,27.7,17.89,12.22,3.25,5,57,1,7.471428571,4.82,2.428571429,5.67,0.683063164
15/05/2024,W07,134000,47,6.2,28,19.02,9.83,8.06,3,92,1,7.457142857,5.108571429,2.571428571,9.19,0.516824395
16/05/2024,W07,134000,47,8.8,33.1,17.9,13.13,3.02,0,48,0,7.771428571,4.918571429,2.285714286,4.77,0.733519553
17/05/2024,W07,134000,47,6.7,24,18.28,10.21,5.06,1,82,1,7.485714286,5.081428571,2.285714286,8.07,0.558533917
18/05/2024,W07,134000,47,6.5,16.1,16.47,8.92,5.72,0,77,1,7.342857143,5.288571429,1.857142857,7.55,0.541590771
19/05/2024,W07,134000,47,6.4,33.3,17.18,9.16,4.52,0,81,1,7.028571429,5.077142857,1.714285714,8.02,0.533178114
20/05/2024,W07,134000,47,7.2,24.7,17.55,10.53,4.32,0,72,1,7.142857143,4.85,1.285714286,7.02,0.6
21/05/2024,W07,134000,47,6.5,25.7,17.15,9.29,6.01,0,79,1,6.9,5.244285714,0.571428571,7.86,0.541690962
22/05/2024,W07,134000,47,9.1,31.6,19.43,14.73,3.54,3,46,0,7.314285714,4.598571429,0.571428571,4.7,0.758106022
23/05/2024,W07,134000,47,7,28.4,18.87,11.01,6.63,0,80,1,7.057142857,5.114285714,0.571428571,7.86,0.583465819
24/05/2024,W07,134000,47,5.3,28.2,16.78,7.41,5.39,1,94,1,6.857142857,5.161428571,0.571428571,9.37,0.441597139
25/05/2024,W07,134000,47,8.5,27.4,16.75,11.86,3.64,3,49,0,7.142857143,4.864285714,1,4.89,0.708059701
26/05/2024,W07,134000,47,9.8,25.1,18.85,15.39,4.64,5,35,0,7.628571429,4.881428571,1.714285714,3.46,0.816445623
27/05/2024,W07,134000,47,7.4,32.2,17.15,10.58,5.05,0,67,1,7.657142857,4.985714286,1.714285714,6.57,0.616909621
28/05/2024,W07,134000,47,6.1,38.3,19.09,9.7,8.48,6,93,1,7.6,5.338571429,2.571428571,9.39,0.508119434
29/05/2024,W07,134000,47,6,36.8,18.82,9.41,6.69,0,94,1,7.157142857,5.788571429,2.142857143,9.41,0.5
30/05/2024,W07,134000,47,8,35.8,18.77,12.51,4.73,5,63,1,7.3,5.517142857,2.857142857,6.26,0.666489078
31/05/2024,W07,134000,47,4.6,38.7,19.09,7.32,7.21,3,118,1,7.2,5.777142857,3.142857143,11.77,0.383446831
01/06/2024,W07,134000,47,6.2,32.3,17.01,8.79,8.45,0,84,1,6.871428571,6.464285714,2.714285714,8.22,0.51675485
02/06/2024,W07,134000,47,7.1,36.8,19.61,11.6,4.51,2,82,1,6.485714286,6.445714286,2.285714286,8.01,0.591534931
03/06/2024,W07,134000,47,7.6,28.1,17.11,10.84,3.56,1,63,1,6.514285714,6.232857143,2.428571429,6.27,0.633547633
04/06/2024,W07,134000,47,6.5,33.8,17.82,9.65,5.7,3,81,1,6.571428571,5.835714286,2,8.17,0.541526375
05/06/2024,W07,134000,47,6.2,22.7,19.54,10.1,8.75,1,94,1,6.6,6.13,2.142857143,9.44,0.516888434
06/06/2024,W07,134000,47,5.6,27,18.78,8.76,5.5,4,100,1,6.257142857,6.24,2,10.02,0.466453674
07/06/2024,W07,134000,47,4.8,34.6,18.08,7.23,6.32,0,110,1,6.285714286,6.112857143,1.571428571,10.85,0.399889381
08/06/2024,W07,134000,47,8.8,19.6,18.4,13.49,3.36,3,50,0,6.657142857,5.385714286,2,4.91,0.733152174
09/06/2024,W07,134000,47,7.9,27,19.45,12.8,5.09,3,68,1,6.771428571,5.468571429,2.142857143,6.65,0.658097686
10/06/2024,W07,134000,47,7,31.4,17.8,10.38,4.29,2,76,1,6.685714286,5.572857143,2.285714286,7.42,0.583146067
11/06/2024,W07,134000,47,5.9,30.9,19.75,9.71,7.47,0,100,1,6.6,5.825714286,1.857142857,10.04,0.49164557
12/06/2024,W07,134000,47,7.6,42.5,19.24,12.19,6.54,2,70,1,6.8,5.51,2,7.05,0.633575884
13/06/2024,W07,134000,47,7.9,25.8,18.59,12.24,3.54,1,65,1,7.128571429,5.23,1.571428571,6.35,0.658418505
14/06/2024,W07,134000,47,8.9,27.8,19.25,14.28,4.62,4,50,0,7.714285714,4.987142857,2.142857143,4.97,0.741818182
15/06/2024,W07,134000,47,9,28.2,17.04,12.78,3.74,3,42,0,7.742857143,5.041428571,2.142857143,4.26,0.75
16/06/2024,W07,134000,47,6.3,37.8,16.64,8.74,4.93,0,79,1,7.514285714,5.018571429,1.714285714,7.9,0.525240385
17/06/2024,W07,134000,47,3.8,35.3,19.81,6.27,9.67,0,137,1,7.057142857,5.787142857,1.428571429,13.54,0.316506815
18/06/2024,W07,134000,47,8.3,31.1,19.33,13.37,3.17,3,59,1,7.4,5.172857143,1.857142857,5.96,0.691670978
19/06/2024,W07,134000,47,8.3,26.8,16.9,11.69,4.38,1,53,1,7.5,4.864285714,1.714285714,5.21,0.691715976
20/06/2024,W07,134000,47,9.1,28.3,16.49,12.5,5.67,3,39,0,7.671428571,5.168571429,2,3.99,0.758035173
21/06/2024,W07,134000,47,9.5,26.6,18.76,14.85,2.02,1,41,0,7.757142857,4.797142857,1.571428571,3.91,0.791577825
22/06/2024,W07,134000,47,8.4,29.3,17.21,12.05,2.98,5,51,0,7.671428571,4.688571429,1.857142857,5.16,0.700174317
23/06/2024,W07,134000,47,6.8,29.9,18.97,10.75,5,3,84,1,7.742857143,4.698571429,2.285714286,8.22,0.566684238
24/06/2024,W07,134000,47,8.5,22.6,18.37,13.01,3.6,2,53,0,8.414285714,3.831428571,2.571428571,5.36,0.708219924
25/06/2024,W07,134000,47,8.6,36.1,18.18,13.03,2.78,2,51,0,8.457142857,3.775714286,2.428571429,5.15,0.716721672
26/06/2024,W07,134000,47,6.2,15.9,19.67,10.16,4.76,2,97,1,8.157142857,3.83,2.571428571,9.51,0.516522623
27/06/2024,W07,134000,47,4.7,24.5,19.16,7.5,7.19,0,116,1,7.528571429,4.047142857,2.142857143,11.66,0.391440501
28/06/2024,W07,134000,47,7.8,27.4,19.4,12.61,6.91,6,67,1,7.285714286,4.745714286,2.857142857,6.79,0.65
01/01/2024,W08,112000,22,7.2,45.2,16.35,9.81,9.64,0,66,1,7.2,9.64,0,6.54,0.6
02/01/2024,W08,112000,22,10.9,38.1,14.15,12.85,2.32,1,15,0,9.05,5.98,0.5,1.3,0.908127208
03/01/2024,W08,112000,22,9,44.8,14.57,10.93,2.59,1,37,0,9.033333333,4.85,0.666666667,3.64,0.750171585
04/01/2024,W08,112000,22,6.9,45,14.78,8.5,5.37,2,64,1,8.5,4.98,1,6.28,0.575101488
05/01/2024,W08,112000,22,6.6,42,14.26,7.84,4.46,3,64,1,8.12,4.876,1.4,6.42,0.549789621
06/01/2024,W08,112000,22,6.8,49.1,14.03,7.95,4.4,1,62,1,7.9,4.796666667,1.333333333,6.08,0.566642908
07/01/2024,W08,112000,22,12.5,46,14.15,14.74,0,1,0,0,8.557142857,4.111428571,1.285714286,-0.59,1.041696113
08/01/2024,W08,112000,22,8.8,46.4,16.48,12.09,4.82,0,44,0,8.785714286,3.422857143,1.285714286,4.39,0.733616505
09/01/2024,W08,112000,22,10.6,35.7,14.91,13.17,1.68,0,17,0,8.742857143,3.331428571,1.142857143,1.74,0.883299799
10/01/2024,W08,112000,22,9.5,43.8,14.78,11.7,2.32,2,32,0,8.814285714,3.292857143,1.285714286,3.08,0.791610284
11/01/2024,W08,112000,22,7.6,39.1,15.61,9.89,4.25,0,58,1,8.914285714,3.132857143,1,5.72,0.633568225
12/01/2024,W08,112000,22,9.4,42.7,16.42,12.86,4.96,0,37,0,9.314285714,3.204285714,0.571428571,3.56,0.78319123
13/01/2024,W08,112000,22,10.4,40,15.79,13.68,1.3,1,21,0,9.828571429,2.761428571,0.571428571,2.11,0.866371121
14/01/2024,W08,112000,22,9.2,46.6,15.74,12.07,3.45,1,38,0,9.357142857,3.254285714,0.571428571,3.67,0.766836086
15/01/2024,W08,112000,22,9.7,39,15.06,12.17,2.5,0,28,0,9.485714286,2.922857143,0.571428571,2.89,0.80810093
16/01/2024,W08,112000,22,10.5,39.9,15.56,13.62,1.21,3,21,0,9.471428571,2.855714286,1,1.94,0.875321337
17/01/2024,W08,112000,22,10.9,45.8,15.4,13.99,1,2,16,0,9.671428571,2.667142857,1,1.41,0.908441558
18/01/2024,W08,112000,22,13.1,41.8,14.2,15.5,1.45,1,0,0,10.45714286,2.267142857,1.142857143,-1.3,1.091549296
19/01/2024,W08,112000,22,8.1,44.2,13.77,9.29,3.93,4,46,1,10.27142857,2.12,1.714285714,4.48,0.674655047
20/01/2024,W08,112000,22,8.9,39.7,14.73,10.92,4.36,0,40,0,10.05714286,2.557142857,1.571428571,3.81,0.741344196
21/01/2024,W08,112000,22,10.2,49.6,14.33,12.18,1.78,1,21,0,10.2,2.318571429,1.571428571,2.15,0.849965108
22/01/2024,W08,112000,22,9.7,41.2,15.64,12.64,3.83,1,30,0,10.2,2.508571429,1.714285714,3,0.808184143
23/01/2024,W08,112000,22,9.5,49.9,16.12,12.76,2.66,0,33,0,10.05714286,2.715714286,1.285714286,3.36,0.791563275
24/01/2024,W08,112000,22,8.8,45.9,14.63,10.73,5.52,0,40,0,9.757142857,3.361428571,1,3.9,0.73342447
25/01/2024,W08,112000,22,10.8,33.2,14.66,13.19,1.71,0,15,0,9.428571429,3.398571429,0.857142857,1.47,0.899727149
26/01/2024,W08,112000,22,9.3,43.5,13.9,10.77,3.31,1,31,0,9.6,3.31,0.428571429,3.13,0.774820144
27/01/2024,W08,112000,22,13,45.5,15.34,16.62,0,2,0,0,10.18571429,2.687142857,0.714285714,-1.28,1.083441982
28/01/2024,W08,112000,22,6.7,33.7,14.22,7.94,4.51,2,63,1,9.685714286,3.077142857,0.857142857,6.28,0.558368495
29/01/2024,W08,112000,22,12,49.4,15.47,15.47,1.83,0,2,0,10.01428571,2.791428571,0.714285714,0,1
30/01/2024,W08,112000,22,9.2,42.4,15.78,12.1,2.48,1,38,0,9.971428571,2.765714286,0.857142857,3.68,0.766793409
31/01/2024,W08,112000,22,8.5,31.8,15.23,10.79,3.98,1,45,0,9.928571429,2.545714286,1,4.44,0.708470125
01/02/2024,W08,112000,22,12.5,33.1,15.3,15.94,0.56,3,0,0,10.17142857,2.381428571,1.428571429,-0.64,1.041830065
02/02/2024,W08,112000,22,8.5,47.3,14.1,9.99,2.98,0,43,0,10.05714286,2.334285714,1.285714286,4.11,0.708510638
03/02/2024,W08,112000,22,11.4,46.9,13.97,13.27,0.83,0,8,0,9.828571429,2.452857143,1,0.7,0.949892627
04/02/2024,W08,112000,22,7.7,42.7,13.76,8.83,3.95,0,51,1,9.971428571,2.372857143,0.714285714,4.93,0.641715116
05/02/2024,W08,112000,22,12.7,43.3,13.8,14.6,1.78,2,0,0,10.07142857,2.365714286,1,-0.8,1.057971014
06/02/2024,W08,112000,22,9.6,44.2,14.84,11.87,2.58,3,31,0,10.12857143,2.38,1.285714286,2.97,0.799865229
07/02/2024,W08,112000,22,9.2,52.2,14.1,10.81,3.58,0,33,0,10.22857143,2.322857143,1.142857143,3.29,0.766666667
